Importer stats
--------------
 120005 100.00% total
  75686 63.07% extensions
  30621 25.52% apps
  13643 11.37% themes
     55 0.05% error

   6093 8.05% missing_permissions
   7950 10.50% missing_apis
   4394 5.81% missing_manifests

  63108 83.38% easy_conversion
   1882 2.49% browser_namespace
  16968 22.42% no_apis

Chrome API coverage
-------------------
     99 99.00% top 100 API
    226 90.40% top 250 API

Top API usage
------------
     50 chrome.runtime.onConnectExternal
     49 chrome.pageCapture.saveAsMHTML
     48 chrome.storage.sync.MAX_ITEMS
     46 chrome.permissions.getAll
     42 chrome.system.display.getInfo
     41 chrome.privacy.network.networkPredictionEnabled
     40 chrome.system.cpu.getInfo
     40 chrome.runtime.onSuspendCanceled.addListener
     40 chrome.i18n._setL10nData
     40 chrome.i18n._getL10nData
     39 chrome.cast.SessionRequest
     39 chrome.cast.ApiConfig
     39 chrome.d.ts
     38 chrome.cast.requestSession
     37 chrome.system.memory.getInfo
     37 chrome.cast.initialize
     36 chrome.tabs.executeScriptAsync
     35 chrome.devtools.panels.applyStyleSheet
     34 chrome.extension.connectNative
     34 chrome.privacy.websites.hyperlinkAuditingEnabled
     33 chrome.devtools.panels
     33 chrome.devtools.inspectedWindow.getResources
     33 chrome.webstore.install
     33 chrome.permissions.onAdded.addListener
     33 chrome.tabs.TAB_ID_NONE
     33 chrome.downloads.acceptDanger
     31 chrome.bookmarks.onChildrenReordered.addListener
     31 chrome.privacy.network.webRTCIPHandlingPolicy
     31 chrome.storage.sync.MAX_WRITE_OPERATIONS_PER_HOUR
     31 chrome.storage.managed
     30 chrome.debugger.onDetach.addListener
     29 chrome.privacy.network.webRTCMultipleRoutesEnabled
     29 chrome.plugin.helper
     29 chrome.storage.local.QUOTA_BYTES
     29 chrome.webNavigation.onCreatedNavigationTarget
     29 browser.runtime.id
     29 chrome.storage.sync.MAX_WRITE_OPERATIONS_PER_MINUTE
     28 chrome.tts.isSpeaking
     28 chrome.downloads.drag
     28 chrome.cast.extensionId
     27 chrome.privacy.services.searchSuggestEnabled
     27 chrome.devtools.inspectedWindow
     27 chrome.cast.ReceiverAvailability.AVAILABLE
     26 chrome.devtools.network.getHAR
     26 chrome.storage.set
     26 chrome.bookmarks.onImportBegan.addListener
     25 chrome.contentSettings.javascript.set
     24 browser.event.TAB_REMOVED
     24 chrome.runtime.OnInstalledReason.INSTALL
     24 chrome.fontSettings.getFontList
     23 chrome.devtools.inspectedWindow.onResourceContentCommitted
     23 chrome.declarativeWebRequest.onRequest.addRules
     23 chrome.cast.Receiver
     23 chrome.cast.ReceiverDisplayStatus

Missing permissions
-------------------
   2377 desktopCapture
    796 declarativeContent
    750 clipboardRead
    502 tabCapture
    465 contentSettings
    320 tts
    245 system.cpu
    233 debugger
    188 pageCapture
    185 privacy
     81 downloads.shelf
     65 system.display
     58 system.memory
     50 fontSettings
     47 ttsEngine
     43 identity.email
     42 unlimited_storage
     38 input
     37 system.storage
     31 declarativeWebRequest
     25 fileBrowserHandler
     13 webview
     12 audioCapture
     12 processes
     10 fileSystem
     10 power
      9 enterprise.platformKeys
      9 printerProvider
      8 videoCapture
      7 
      7 {'socket': ['tcp-connect', 'tcp-listen']}
      5 wallpaper
      4 browser
      4 certificateProvider
      4 enterprise.deviceAttributes
      4 platformKeys
      4 app
      4 create
      4 audio
      4 experimental
      4 location
      3 {'fileSystem': ['write']}
      3 streamsPrivate
      3 mdns
      3 usb
      3 tab
      3 keybinding
      3 system
      3 signedInDevices
      2 serial
      2 fileSystemProvider
      2 clipboard
      2 dial
      2 cast
      2 cast.streaming
      2 networkingPrivate
      2 activetabs
      2 {'fileSystem': ['write', 'retainEntries', 'directory']}
      2 externally_connectable
      2 *
